employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-98319658,Ella,Moore,Female,Pennsylvania,Philadelphia,2023-01-13,Customer Service,Customer Service Representative,Bachelor,60431,Satisfactory,No,1968-09-08,
00-84110857,Alexander,Jones,Male,New York,Rochester,2020-04-18,IT,System Administrator,Bachelor,78895,Satisfactory,No,1992-09-10,
00-61194546,Mila,Johnson,Female,New York,Buffalo,2017-11-09,Operations,Logistics Coordinator,Bachelor,60711,Good,No,1986-11-08,
00-97754046,William,Thomas,Male,New York,Rochester,2019-04-22,Operations,Logistics Coordinator,Bachelor,75678,Good,Yes,1971-12-28,
00-18645137,Daniel,Rodriguez,Male,New York,New York City,2017-01-15,Sales,Sales Representative,Bachelor,86709,Excellent,No,1966-11-07,
00-50546917,Charlotte,Hernandez,Female,New York,Rochester,2016-03-29,IT,IT Support Specialist,Bachelor,56816,Good,Yes,1994-04-25,
00-82016067,Emily,Johnson,Female,New York,New York City,2017-11-13,Sales,Sales Representative,Bachelor,66809,Good,Yes,1994-07-22,
00-85039056,Matthew,Rodriguez,Male,New York,New York City,2019-05-12,Sales,Sales Representative,Bachelor,67479,Satisfactory,Yes,1999-06-01,
00-34316766,Daniel,Hernandez,Male,New York,Buffalo,2022-10-20,Operations,Logistics Coordinator,Bachelor,67782,Good,Yes,1982-12-10,
00-31405453,Charlotte,Miller,Female,New York,New York City,2017-03-01,Operations,Operations Analyst,Master,74514,Satisfactory,Yes,1975-04-04,
00-93699313,Amelia,Smith,Female,Pennsylvania,Allentown,2017-02-22,IT,Software Developer,Bachelor,86524,Good,Yes,1991-09-08,
00-54317225,Jacob,Jackson,Male,New York,New York City,2024-03-24,Sales,Sales Specialist,Bachelor,82167,Good,No,1985-04-18,
00-37435603,Emma,Davis,Female,Illinois,Chicago,2015-03-18,Marketing,Marketing Manager,Master,99149,Good,No,1973-08-24,
00-44042835,Elizabeth,Anderson,Female,New York,Buffalo,2019-10-13,Customer Service,Support Specialist,Bachelor,61430,Satisfactory,No,1975-10-27,
00-26489417,Michael,Anderson,Male,New York,New York City,2018-11-13,Marketing,Content Creator,High School,54688,Good,No,1977-06-28,
00-11436957,Daniel,Wilson,Male,New York,Rochester,2017-07-05,Marketing,Content Creator,High School,63810,Satisfactory,No,1983-08-21,
00-91828859,Matthew,Lopez,Male,New York,Buffalo,2022-05-03,Operations,Inventory Specialist,High School,69141,Good,No,1977-03-18,
00-43436784,Olivia,Garcia,Female,New York,Rochester,2017-05-24,IT,Software Developer,Master,101303,Needs Improvement,No,1987-04-24,
00-38267512,Noah,Williams,Male,Michigan,Detroit,2024-03-08,Operations,Logistics Coordinator,Bachelor,64543,Needs Improvement,No,1988-09-23,
00-40981524,Mila,Moore,Female,New York,New York City,2022-11-13,Sales,Sales Representative,Bachelor,77629,Good,No,1975-11-17,
00-75449429,Mia,Davis,Female,New York,New York City,2015-04-16,Sales,Sales Specialist,Master,59088,Good,Yes,1993-02-20,
00-27691237,Olivia,Jones,Female,New York,Buffalo,2020-06-27,Operations,Logistics Coordinator,Bachelor,53013,Good,Yes,1986-08-05,
00-19140411,Aiden,Smith,Male,Illinois,Chicago,2016-10-05,Finance,Accountant,Bachelor,91983,Good,No,1988-12-14,
00-31883430,Benjamin,Jones,Male,New York,Rochester,2017-12-09,Sales,Sales Specialist,Bachelor,97255,Excellent,No,1987-02-06,
00-60103462,Olivia,Anderson,Female,North Carolina,Raleigh,2023-10-08,Customer Service,Help Desk Technician,Bachelor,53324,Good,No,2002-03-07,
00-65510726,Mason,Moore,Male,New York,Rochester,2019-10-29,Sales,Sales Consultant,Bachelor,102962,Good,No,1990-10-26,
00-23635217,Henry,Thomas,Male,Michigan,Detroit,2018-04-12,Operations,Inventory Specialist,Bachelor,60198,Good,Yes,1991-03-18,
00-65555398,James,Martin,Male,New York,New York City,2023-08-22,Operations,Inventory Specialist,High School,56727,Good,No,1984-02-13,
00-34545299,Harper,Johnson,Female,New York,Buffalo,2018-09-06,IT,System Administrator,Bachelor,72032,Satisfactory,Yes,1970-05-03,
00-82695541,Amelia,Moore,Female,New York,Rochester,2023-06-21,Marketing,Marketing Coordinator,Bachelor,68592,Needs Improvement,No,1960-06-13,
00-30681094,Henry,Jones,Male,New York,New York City,2018-12-05,HR,Recruiter,Bachelor,72615,Good,No,1986-02-23,
00-18601881,Benjamin,Jones,Male,Ohio,Cleveland,2018-01-16,Customer Service,Customer Service Manager,Bachelor,100741,Good,No,1973-02-22,
00-88508415,Alexander,Gonzalez,Male,New York,Buffalo,2019-07-27,IT,Software Developer,Bachelor,97147,Good,No,1970-12-04,
00-47815498,Harper,Taylor,Female,New York,Rochester,2022-02-27,Sales,Sales Representative,Bachelor,52630,Good,Yes,2003-11-22,
00-43206194,Henry,Davis,Male,New York,Rochester,2021-06-25,Operations,Inventory Specialist,Bachelor,75340,Satisfactory,Yes,1979-02-07,
00-86960904,Ava,Garcia,Female,North Carolina,Raleigh,2016-02-02,IT,Software Developer,Master,85901,Good,Yes,1984-05-02,
00-21536372,Noah,Brown,Male,Ohio,Cincinnati,2020-07-18,Finance,Accounts Payable Specialist,Bachelor,64010,Good,No,1974-12-02,
00-15632263,Lucas,Lopez,Male,New York,New York City,2024-08-02,Operations,Inventory Specialist,Bachelor,62949,Good,No,1967-04-17,
00-65824999,Aria,Johnson,Female,North Carolina,Charlotte,2022-12-12,IT,IT Support Specialist,High School,59828,Good,Yes,1988-01-26,
00-19923241,Daniel,Johnson,Male,New York,Buffalo,2023-07-08,Customer Service,Customer Service Representative,Bachelor,65812,Good,No,1973-02-24,
00-49104072,Noah,Davis,Male,New York,New York City,2020-05-16,Sales,Sales Representative,Bachelor,84421,Good,No,1970-01-16,
00-23900796,Aiden,Martin,Male,New York,New York City,2021-09-27,Operations,Operations Manager,Master,80773,Good,No,1989-09-01,
00-57641877,Benjamin,Martin,Male,New York,Rochester,2018-12-10,Customer Service,Help Desk Technician,High School,56776,Excellent,No,1999-06-18,
00-24682341,Henry,Brown,Male,Michigan,Grand Rapids,2017-02-25,IT,IT Support Specialist,High School,59601,Satisfactory,No,1975-04-07,
00-76065990,Jacob,Rodriguez,Male,New York,New York City,2017-08-05,Customer Service,Support Specialist,Bachelor,64783,Satisfactory,Yes,1983-07-10,
00-70989006,Mia,Garcia,Female,New York,New York City,2015-11-29,Customer Service,Help Desk Technician,Bachelor,60452,Good,No,1982-12-13,
00-48824005,Oliver,Jones,Male,New York,Buffalo,2016-03-09,IT,Software Developer,Master,82845,Satisfactory,No,1975-01-23,
00-60584537,Abigail,Rodriguez,Female,North Carolina,Greensboro,2020-09-07,Operations,Inventory Specialist,High School,56093,Good,No,2002-04-02,
00-61338299,Charlotte,Miller,Female,New York,Rochester,2022-01-01,Customer Service,Support Specialist,High School,60420,Satisfactory,No,1990-05-14,
00-82420995,Charlotte,Miller,Female,Michigan,Detroit,2024-04-24,Operations,Logistics Coordinator,Bachelor,54938,Good,No,1983-07-27,
00-50539380,Daniel,Smith,Male,New York,New York City,2018-11-23,IT,Software Developer,Bachelor,95446,Satisfactory,Yes,1979-10-23,
00-79600607,Luna,Taylor,Female,New York,Rochester,2020-12-24,Customer Service,Customer Service Representative,High School,65592,Good,Yes,1963-05-23,
00-54371525,Liam,Rodriguez,Male,New York,Rochester,2019-11-09,Finance,Financial Analyst,Bachelor,94070,Good,Yes,2003-09-26,
00-32308343,Liam,Lopez,Male,Michigan,Grand Rapids,2021-05-27,Customer Service,Support Specialist,High School,69941,Good,No,1971-05-28,
00-78113730,Emily,Williams,Female,Virginia,Norfolk,2021-12-06,Sales,Sales Specialist,Bachelor,68558,Satisfactory,No,1981-12-31,
00-52039919,Elijah,Anderson,Male,New York,Buffalo,2020-08-30,Operations,Inventory Specialist,Bachelor,65679,Good,No,1994-02-23,
00-34381903,Jacob,Wilson,Male,New York,Rochester,2021-03-23,IT,Software Developer,Bachelor,110413,Good,No,1970-03-29,
00-31469242,Aria,Hernandez,Female,Michigan,Warren,2019-04-15,Customer Service,Customer Service Representative,High School,56737,Satisfactory,No,1992-04-18,
00-34828471,Camila,Thomas,Female,Pennsylvania,Allentown,2019-11-05,Operations,Operations Analyst,Bachelor,78144,Satisfactory,No,2000-03-12,
00-32883633,Benjamin,Lopez,Male,New York,Rochester,2020-01-07,Customer Service,Support Specialist,Bachelor,69055,Satisfactory,No,2001-03-06,
00-66151444,Ava,Gonzalez,Female,Michigan,Warren,2018-02-02,Sales,Sales Specialist,PhD,85322,Good,No,1969-04-03,
00-29026689,Matthew,Jones,Male,Pennsylvania,Philadelphia,2015-05-24,Customer Service,Customer Service Representative,High School,54488,Good,No,1989-04-27,
00-86867112,Mia,Jones,Female,New York,Buffalo,2020-02-15,IT,IT Support Specialist,High School,54229,Satisfactory,Yes,1976-03-28,
00-19574538,Abigail,Wilson,Female,Michigan,Warren,2017-02-28,Finance,Accountant,Bachelor,66004,Satisfactory,No,1992-01-18,
00-89378026,Abigail,Hernandez,Female,New York,New York City,2022-09-30,Customer Service,Support Specialist,High School,61101,Needs Improvement,No,1981-10-13,
00-88056420,Ella,Davis,Female,New York,Rochester,2019-06-29,Customer Service,Customer Service Representative,Bachelor,57588,Good,No,1988-09-04,
00-99707782,Sophia,Wilson,Female,New York,Rochester,2017-08-30,Sales,Sales Representative,Bachelor,56017,Excellent,No,2003-05-08,
00-49816893,Mia,Johnson,Female,New York,Buffalo,2019-01-30,Customer Service,Help Desk Technician,Bachelor,77020,Good,Yes,1966-09-26,
00-54993070,Mason,Martin,Male,Michigan,Detroit,2020-09-08,Customer Service,Support Specialist,Bachelor,63438,Satisfactory,No,2000-06-13,
00-99767928,Avery,Hernandez,Female,New York,Rochester,2016-03-20,Operations,Inventory Specialist,High School,53013,Satisfactory,Yes,2002-12-27,
00-24357156,Amelia,Moore,Female,New York,Buffalo,2022-01-16,Operations,Operations Analyst,Master,84717,Excellent,No,1988-08-30,
00-15853153,Harper,Jackson,Female,New York,Buffalo,2020-11-26,Customer Service,Customer Service Representative,High School,62692,Satisfactory,No,1996-01-31,
00-40125106,Benjamin,Williams,Male,Michigan,Detroit,2023-02-02,Operations,Logistics Coordinator,Bachelor,60895,Satisfactory,No,1990-10-22,
00-33727039,Sophia,Brown,Female,Illinois,Aurora,2024-03-08,Marketing,SEO Specialist,High School,58879,Excellent,No,2000-06-04,
00-20236711,Emily,Martinez,Female,New York,Buffalo,2020-12-20,IT,Software Developer,Master,94075,Satisfactory,No,1992-04-16,
00-25119992,Ethan,Moore,Male,New York,New York City,2017-06-19,Customer Service,Support Specialist,High School,59084,Good,No,1994-10-27,
00-82939264,Michael,Moore,Male,Michigan,Warren,2020-06-04,Finance,Accountant,Bachelor,85766,Satisfactory,No,1995-02-23,
00-49990742,Emma,Brown,Female,New York,Buffalo,2022-02-12,Marketing,Marketing Coordinator,Bachelor,66454,Satisfactory,Yes,2000-05-07,
00-81247910,Abigail,Rodriguez,Female,New York,Rochester,2020-01-23,Operations,Inventory Specialist,Bachelor,59037,Good,Yes,1986-09-03,
00-62272894,Evelyn,Martinez,Female,New York,Buffalo,2022-11-22,Operations,Logistics Coordinator,Bachelor,56090,Satisfactory,Yes,1977-01-07,
00-10128848,Noah,Gonzalez,Male,New York,Buffalo,2017-12-27,Customer Service,Help Desk Technician,Bachelor,62303,Good,Yes,2003-09-27,
00-77441203,Henry,Anderson,Male,Illinois,Chicago,2021-07-06,Operations,Inventory Specialist,Bachelor,69397,Good,No,1975-06-30,
00-42823207,Alexander,Taylor,Male,New York,New York City,2018-10-14,Finance,Accounts Payable Specialist,Bachelor,63123,Good,Yes,1973-10-15,
00-62038466,Jacob,Martinez,Male,New York,Buffalo,2024-06-04,Sales,Sales Specialist,Bachelor,92744,Satisfactory,Yes,2002-08-14,
00-51713824,Isabella,Martin,Female,New York,Buffalo,2019-02-20,Operations,Logistics Coordinator,Bachelor,58824,Needs Improvement,No,1982-09-23,
00-39220746,Evelyn,Garcia,Female,New York,Buffalo,2016-02-24,Marketing,Content Creator,High School,60521,Good,Yes,1989-04-16,
00-68534862,Oliver,Garcia,Male,New York,New York City,2016-03-12,Operations,Logistics Coordinator,Bachelor,61906,Good,Yes,1976-09-02,
00-12296163,Logan,Williams,Male,Michigan,Warren,2015-03-05,Operations,Operations Analyst,Master,77142,Needs Improvement,No,1998-11-13,
00-92105579,Harper,Moore,Female,New York,Buffalo,2017-02-13,Sales,Sales Specialist,Bachelor,88445,Good,No,1985-03-28,
00-47769473,Luna,Taylor,Female,Pennsylvania,Pittsburgh,2024-08-08,IT,Software Developer,Bachelor,92598,Good,No,1971-03-05,
00-25021199,William,Thomas,Male,New York,Rochester,2023-06-23,Marketing,Marketing Manager,PhD,98526,Satisfactory,Yes,1975-04-26,
00-30592253,Michael,Jackson,Male,Pennsylvania,Pittsburgh,2021-08-27,Operations,Operations Analyst,Bachelor,68872,Excellent,No,1964-02-27,
00-47270260,Mila,Taylor,Female,Michigan,Warren,2016-03-03,Sales,Sales Manager,Master,106561,Good,No,1971-08-06,
00-78945937,Charlotte,Brown,Female,New York,Rochester,2022-01-08,Customer Service,Support Specialist,High School,58512,Satisfactory,No,2002-10-11,
00-17652163,Amelia,Wilson,Female,New York,Rochester,2019-01-09,IT,Software Developer,Master,101856,Satisfactory,No,1994-04-06,
00-32560859,Emma,Johnson,Female,New York,Buffalo,2015-12-30,Sales,Sales Representative,Bachelor,69025,Good,Yes,1966-03-13,
00-36401764,Mia,Moore,Female,New York,Rochester,2018-07-31,Operations,Inventory Specialist,High School,57491,Good,Yes,1991-07-12,
00-63154202,Charlotte,Brown,Female,Pennsylvania,Allentown,2015-09-03,IT,Software Developer,Bachelor,81146,Satisfactory,No,2003-11-29,
00-16229481,Alexander,Garcia,Male,Ohio,Cleveland,2017-12-11,Operations,Inventory Specialist,Bachelor,73827,Satisfactory,Yes,1974-01-28,
00-81062939,Amelia,Moore,Female,North Carolina,Raleigh,2022-12-30,Operations,Logistics Coordinator,Bachelor,63022,Good,No,1990-09-22,
00-57684613,Avery,Garcia,Female,New York,New York City,2024-11-23,Customer Service,Help Desk Technician,Bachelor,73550,Good,No,1965-01-04,
00-92670664,Mia,Jackson,Female,New York,Rochester,2022-01-25,Customer Service,Support Specialist,High School,51815,Good,Yes,2002-11-13,
00-18004919,Daniel,Gonzalez,Male,New York,Buffalo,2020-06-16,Sales,Sales Consultant,Bachelor,105621,Excellent,No,1976-11-01,
00-32013599,Daniel,Wilson,Male,Pennsylvania,Allentown,2024-11-29,Finance,Accountant,Bachelor,63301,Satisfactory,No,1972-04-17,
00-40486002,Benjamin,Moore,Male,New York,New York City,2024-03-21,Operations,Inventory Specialist,Bachelor,60887,Good,No,1961-08-17,
00-77323835,Matthew,Gonzalez,Male,New York,New York City,2022-12-09,Operations,Operations Analyst,Bachelor,88051,Satisfactory,No,1981-02-04,
00-37359832,Elijah,Thomas,Male,New York,New York City,2019-10-18,Operations,Inventory Specialist,Bachelor,64985,Satisfactory,No,1989-07-10,
00-21180576,Jackson,Hernandez,Male,New York,Rochester,2021-12-10,Customer Service,Customer Service Representative,Bachelor,70424,Needs Improvement,No,1975-02-24,
00-94705607,Avery,Gonzalez,Female,New York,Buffalo,2017-06-26,Operations,Logistics Coordinator,Bachelor,65509,Satisfactory,Yes,1962-11-16,
00-24059958,Amelia,Wilson,Female,New York,New York City,2020-10-28,Operations,Operations Analyst,Bachelor,78093,Good,No,1972-04-28,
00-24584120,Liam,Williams,Male,New York,Buffalo,2017-09-15,HR,HR Coordinator,Bachelor,65868,Good,No,1979-02-08,
00-77892895,Benjamin,Miller,Male,New York,New York City,2023-10-06,Marketing,Content Creator,High School,57197,Excellent,Yes,1984-08-17,
00-91708236,Sophia,Brown,Female,Michigan,Grand Rapids,2022-11-26,Sales,Sales Consultant,Bachelor,80046,Satisfactory,Yes,1974-10-06,
00-78196270,Lucas,Lopez,Male,New York,Buffalo,2023-06-29,Operations,Inventory Specialist,Bachelor,70358,Good,Yes,1993-06-04,
00-90542263,William,Taylor,Male,Ohio,Columbus,2019-10-03,Sales,Sales Representative,Bachelor,78732,Excellent,No,1995-05-19,
00-12655477,Jacob,Thomas,Male,New York,New York City,2020-02-06,Sales,Sales Representative,Bachelor,74041,Excellent,No,1995-11-03,
00-97327774,Olivia,Wilson,Female,New York,Rochester,2022-10-08,Marketing,Marketing Coordinator,Bachelor,74922,Good,No,1963-10-06,
00-59691975,Aiden,Garcia,Male,Pennsylvania,Philadelphia,2015-12-16,IT,Software Developer,Master,93808,Excellent,Yes,1991-10-14,
00-82239506,Sofia,Brown,Female,North Carolina,Charlotte,2023-11-12,Operations,Inventory Specialist,High School,57900,Satisfactory,No,1980-05-06,
00-45755742,Amelia,Williams,Female,New York,Buffalo,2021-07-01,Finance,Financial Analyst,Bachelor,74750,Good,No,1986-10-04,
00-91429734,Daniel,Wilson,Male,New York,Buffalo,2016-12-22,Sales,Sales Representative,Bachelor,67864,Good,Yes,1970-01-02,
00-77534062,James,Lopez,Male,New York,Rochester,2024-06-11,Operations,Logistics Coordinator,Bachelor,68081,Excellent,No,1979-04-12,
00-87786608,Sebastian,Davis,Male,New York,Rochester,2020-04-26,IT,Software Developer,Bachelor,97891,Good,No,1977-08-16,
00-56968623,Luna,Garcia,Female,Pennsylvania,Allentown,2022-01-07,Sales,Sales Representative,Bachelor,67988,Good,Yes,1982-11-23,
00-30223295,Jacob,Gonzalez,Male,New York,Buffalo,2018-11-16,Operations,Inventory Specialist,Bachelor,67463,Good,No,1964-05-22,
00-63586934,Avery,Gonzalez,Female,Michigan,Warren,2022-08-26,Customer Service,Customer Service Representative,High School,60725,Good,No,2004-11-28,
00-57499904,Aiden,Brown,Male,Michigan,Warren,2017-06-24,Sales,Sales Specialist,Master,80850,Good,No,1992-08-12,
00-37399209,Evelyn,Martin,Female,New York,Rochester,2020-08-07,Finance,Accountant,Bachelor,65030,Satisfactory,No,2004-04-28,
00-31811407,Abigail,Hernandez,Female,Ohio,Cleveland,2017-04-16,Sales,Sales Representative,Bachelor,58463,Satisfactory,No,1996-10-05,
00-68405557,Liam,Anderson,Male,New York,Rochester,2022-12-11,Sales,Sales Consultant,Bachelor,70946,Good,Yes,1988-03-04,
00-28321214,Mila,Martin,Female,New York,Buffalo,2015-04-15,Sales,Sales Manager,Master,90350,Satisfactory,No,1971-02-19,
00-94208414,Henry,Jones,Male,New York,Buffalo,2022-06-10,IT,IT Support Specialist,High School,57600,Satisfactory,No,1996-04-24,
00-66780992,Aiden,Martinez,Male,Michigan,Warren,2016-06-19,Operations,Inventory Specialist,High School,58897,Satisfactory,No,1978-04-17,
00-87053633,Matthew,Gonzalez,Male,New York,Rochester,2019-08-07,Finance,Accountant,Bachelor,62026,Satisfactory,No,1996-08-16,
00-10516367,Avery,Martin,Female,New York,Buffalo,2019-09-24,Marketing,Marketing Coordinator,Bachelor,60720,Good,Yes,1976-02-01,
00-76844525,Mason,Moore,Male,New York,Rochester,2018-08-28,Sales,Sales Consultant,PhD,80879,Good,No,1992-12-09,
00-86635447,Logan,Gonzalez,Male,New York,Buffalo,2017-07-17,Marketing,Content Creator,High School,60376,Excellent,No,1979-05-09,
00-35976666,Aria,Taylor,Female,New York,Buffalo,2023-02-13,IT,Software Developer,Bachelor,77179,Satisfactory,No,2002-10-22,
00-65157243,Daniel,Davis,Male,New York,Rochester,2017-06-27,Sales,Sales Specialist,PhD,56669,Satisfactory,Yes,1961-05-17,
00-79657329,Abigail,Miller,Female,New York,New York City,2019-08-14,Operations,Logistics Coordinator,Bachelor,62573,Good,Yes,1993-07-22,
00-81999061,Avery,Brown,Female,New York,New York City,2024-04-23,Customer Service,Customer Service Representative,Bachelor,60841,Satisfactory,No,1994-03-28,
00-88420719,Avery,Smith,Female,New York,New York City,2017-05-03,Customer Service,Customer Service Representative,Bachelor,60139,Good,No,2003-06-06,
00-11325577,Matthew,Garcia,Male,New York,New York City,2022-07-19,Sales,Sales Specialist,Master,61968,Satisfactory,Yes,1971-07-07,
00-62948689,Emma,Hernandez,Female,New York,Rochester,2024-02-15,Marketing,SEO Specialist,High School,86864,Good,Yes,1979-06-10,
00-14214307,Benjamin,Gonzalez,Male,Virginia,Richmond,2017-06-28,Finance,Accountant,Bachelor,75579,Good,No,2004-06-06,
00-15245835,Ella,Gonzalez,Female,Michigan,Grand Rapids,2017-08-22,IT,System Administrator,Master,82185,Needs Improvement,No,1973-01-16,
00-18215004,Emma,Moore,Female,New York,Rochester,2017-07-27,Sales,Sales Consultant,Master,75035,Good,Yes,1970-08-14,
00-43911809,Ethan,Taylor,Male,North Carolina,Charlotte,2016-03-26,Operations,Inventory Specialist,Bachelor,62838,Good,Yes,1967-09-07,
00-10073117,Avery,Moore,Female,Virginia,Norfolk,2020-03-14,Operations,Inventory Specialist,High School,64262,Good,Yes,1980-01-08,
00-99352149,Noah,Hernandez,Male,North Carolina,Charlotte,2019-09-16,Customer Service,Customer Service Representative,Bachelor,61209,Good,No,1975-01-08,
00-82592611,Sebastian,Davis,Male,New York,New York City,2021-10-14,Operations,Inventory Specialist,High School,57900,Needs Improvement,Yes,2004-06-13,
00-73582537,Mason,Brown,Male,New York,Buffalo,2020-06-10,Sales,Sales Representative,Bachelor,75965,Good,No,1990-04-30,
00-41750868,Emma,Jones,Female,New York,Buffalo,2024-06-22,IT,Software Developer,Master,91825,Good,Yes,1989-07-02,
00-59735453,Liam,Johnson,Male,Illinois,Chicago,2015-01-18,Operations,Inventory Specialist,Bachelor,66450,Good,No,1964-06-13,
00-56293495,Jacob,Gonzalez,Male,New York,Buffalo,2016-12-11,Operations,Logistics Coordinator,Bachelor,68488,Excellent,Yes,1991-11-29,
00-90052851,Ethan,Miller,Male,Michigan,Detroit,2015-05-19,Operations,Logistics Coordinator,Bachelor,64861,Needs Improvement,No,1997-09-17,
00-61996292,Logan,Brown,Male,New York,New York City,2020-10-24,Operations,Logistics Coordinator,Bachelor,66865,Good,No,1996-09-22,
00-85877745,Elijah,Anderson,Male,New York,Buffalo,2024-09-15,Marketing,SEO Specialist,High School,56837,Satisfactory,Yes,2000-03-07,
00-49485474,Michael,Anderson,Male,New York,Rochester,2020-07-14,Operations,Inventory Specialist,Bachelor,65938,Good,No,1974-04-15,
00-74404694,Liam,Brown,Male,Ohio,Cincinnati,2020-03-03,IT,IT Support Specialist,High School,58000,Satisfactory,No,1984-05-15,
00-65625918,Noah,Smith,Male,New York,Rochester,2016-10-18,Sales,Sales Representative,Bachelor,78128,Satisfactory,No,1992-10-09,
00-37386444,Elizabeth,Lopez,Female,Michigan,Grand Rapids,2023-02-17,Sales,Sales Representative,Bachelor,71773,Excellent,Yes,1984-02-21,
00-16389494,Lucas,Rodriguez,Male,New York,Buffalo,2024-04-27,Operations,Inventory Specialist,Bachelor,72530,Good,Yes,1962-12-08,
00-43831592,Sophia,Martin,Female,New York,New York City,2020-01-17,Operations,Logistics Coordinator,Bachelor,60446,Excellent,Yes,1999-03-05,
00-62800537,Luna,Rodriguez,Female,Illinois,Chicago,2022-06-13,Sales,Sales Representative,Bachelor,62945,Good,No,1975-09-19,
00-84977524,Jacob,Lopez,Male,New York,Buffalo,2017-01-15,Operations,Inventory Specialist,High School,68192,Good,No,1972-01-15,
00-60711458,Sophia,Jones,Female,Ohio,Cincinnati,2016-12-19,Operations,Inventory Specialist,Bachelor,60516,Excellent,No,1981-12-08,
00-56196801,Matthew,Martin,Male,New York,Buffalo,2019-07-05,Sales,Sales Consultant,PhD,73535,Excellent,No,1983-10-12,
00-28378033,Alexander,Wilson,Male,New York,Rochester,2022-03-13,Customer Service,Help Desk Technician,Bachelor,101161,Satisfactory,No,1960-04-01,
00-34266570,James,Martin,Male,Illinois,Chicago,2015-04-02,Operations,Operations Analyst,Master,65019,Satisfactory,No,1979-10-17,
00-38917860,Evelyn,Anderson,Female,New York,Buffalo,2023-04-11,Marketing,Marketing Coordinator,Bachelor,55035,Satisfactory,No,1989-11-30,
00-76961753,Evelyn,Thomas,Female,Michigan,Detroit,2023-04-28,Sales,Sales Representative,Bachelor,64086,Good,No,1983-04-29,
00-82636467,Evelyn,Hernandez,Female,New York,New York City,2018-03-28,IT,Software Developer,Master,105164,Good,No,1977-09-22,
00-90635631,Michael,Hernandez,Male,New York,Buffalo,2017-11-26,Operations,Logistics Coordinator,Bachelor,65941,Good,No,1972-06-13,
00-41106335,Sebastian,Davis,Male,Michigan,Detroit,2018-07-09,Operations,Operations Analyst,Master,85510,Good,No,1987-01-30,
00-20983796,Oliver,Martinez,Male,New York,Rochester,2018-05-16,Operations,Inventory Specialist,Bachelor,66336,Good,No,1993-03-11,
00-39281122,Isabella,Garcia,Female,New York,Rochester,2022-12-01,Operations,Logistics Coordinator,Bachelor,61871,Needs Improvement,No,1979-10-01,
00-89984645,Noah,Smith,Male,New York,New York City,2022-06-03,Sales,Sales Representative,Bachelor,62803,Good,No,1977-05-24,
00-27143066,Benjamin,Williams,Male,Michigan,Warren,2024-01-27,IT,Software Developer,Master,97971,Excellent,Yes,2004-09-08,
00-73391224,Lucas,Jones,Male,New York,New York City,2021-06-29,Customer Service,Customer Service Representative,High School,58093,Good,No,1982-09-04,
00-76391266,Benjamin,Wilson,Male,New York,New York City,2023-07-28,IT,IT Support Specialist,Bachelor,71053,Good,No,1979-10-30,
00-96239997,Sebastian,Davis,Male,Ohio,Columbus,2021-08-04,Customer Service,Customer Service Representative,Bachelor,66185,Needs Improvement,No,1980-10-10,
00-53081879,Alexander,Moore,Male,New York,New York City,2018-03-12,Finance,Financial Analyst,PhD,96213,Needs Improvement,No,1990-03-26,
00-88444347,Evelyn,Garcia,Female,Pennsylvania,Philadelphia,2022-05-15,Operations,Logistics Coordinator,Bachelor,62851,Good,Yes,1985-06-24,
00-28782845,Alexander,Brown,Male,Illinois,Naperville,2019-07-15,Sales,Sales Specialist,Master,78004,Excellent,Yes,1988-09-20,
00-53982040,Henry,Lopez,Male,New York,Rochester,2021-06-24,Customer Service,Support Specialist,High School,65237,Satisfactory,Yes,1976-09-05,
00-18933547,Noah,Hernandez,Male,Ohio,Cleveland,2024-07-24,Customer Service,Customer Service Representative,High School,59955,Satisfactory,Yes,1977-07-01,
00-95460732,Olivia,Lopez,Female,New York,Buffalo,2018-02-06,Customer Service,Support Specialist,High School,67754,Satisfactory,No,1964-04-22,
00-44671976,Camila,Anderson,Female,New York,Buffalo,2018-07-03,Marketing,Marketing Coordinator,Bachelor,68813,Good,No,1995-08-26,
00-40913171,Emily,Miller,Female,New York,Buffalo,2018-02-24,Operations,Logistics Coordinator,Bachelor,62930,Good,No,1985-02-05,
00-49938244,Daniel,Taylor,Male,Michigan,Grand Rapids,2022-11-28,Operations,Logistics Coordinator,Bachelor,60240,Satisfactory,No,1986-07-10,
00-49701147,Isabella,Anderson,Female,New York,Rochester,2016-08-13,Finance,Accountant,Bachelor,82909,Needs Improvement,Yes,1989-08-07,
00-50302933,Mila,Anderson,Female,New York,New York City,2017-04-23,Operations,Logistics Coordinator,Bachelor,59388,Satisfactory,No,2000-05-30,
00-90937930,Charlotte,Johnson,Female,Illinois,Naperville,2018-07-09,Operations,Inventory Specialist,High School,62536,Good,Yes,1961-02-21,
00-78524204,Avery,Smith,Female,New York,Buffalo,2017-02-18,Customer Service,Customer Service Representative,Bachelor,60004,Excellent,No,2002-06-14,
00-81115416,Elijah,Wilson,Male,New York,Rochester,2016-11-01,Operations,Logistics Coordinator,Bachelor,71169,Good,Yes,1990-05-01,
00-19213734,Charlotte,Davis,Female,New York,New York City,2023-07-22,Customer Service,Customer Service Representative,Bachelor,64534,Needs Improvement,No,1987-04-21,
